Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A1;HS041262;0.0000;691;1;0;294;1;16648;1291;0005589,5788,5765,43234,42383,48407,7411,7155,71230,30574,22617, 0070208;04974,4512,4151, 04510;;;;21q22.3;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFNA2;HS042844;0.0000;661;1;0;294;1;16648;1943;0031225,5886,46875,46849,7267,48013, 0030316;04360,4151,4015, 04014;;;;19p13.3;19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLA2G2D;HS044878;0.0000;852;2;0;295;1;16648;26279;0005576,5509,4623,6954,16042,6654,36151,36152,36148,36149, 0036150;04270,590,4014,1100,565,592,591,4972,564, 04975;;;;1p36.12;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEMA4D;HS039839;0.0000;1373;9;0;295;1;16648;10507;0005615,5887,30215,4888,7411,6955,70486,10693,43066,45668,50732,122,43931,30335,48672,50731,14068,32321,8360,48814, 1900220;04360;;;;9q22.2;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS1R3;HS054707;0.0000;879;2;0;295;1;16648;83756;0016021,5886,46982,8527,1582, 0050917;04973, 04742;;;;1p36.33;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUFT;HS081012;0.0000;1902;7;0;601;2;16648;;0003823;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARFL;HS052223;0.0000;1240;3;0;601;2;16648;64428;0097361,51539,46872,16226,32364,6355,1666, 0044281;;;;;16p13.3;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHMT;HS051936;0.0000;805;1;0;296;1;16648;635;0005829,43234,47150,8898,8270,6579,34641,9086,6479,50666, 0000096;00260,270, 01100;;;;5q14.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC29A1;HS043068;0.0000;2643;12;0;602;2;16648;2030;0016324,16323,5887,5337,71333,71456,7595,6139,15858,60079,30431, 0015862;05034;;;;6p21.1;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIABLO;HS050780;0.0000;5565;18;0;1521;5;16648;56616;0035631,5829,9898,5758,8635,8625,97193,8631, 0043065;;;;;12q24.31;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No mapping: HS055659;HS055659;0.0000;790;1;0;297;1;16648;;;;;;;null;null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHX9;HS042545;0.0000;2608;6;0;910;3;16648;1660;0005813,70937,5829,5730,5654,30529,5524,4003,4004,3677,3723,34605,7623,70934,45087,398, 0032481;;;;;1q25;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGKV1-35;HS010023;0.0000;513;1;0;299;1;16648;28932;;;;;;2p12;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGL;HS038402;0.0000;496;1;0;299;1;16648;3535;;;;;;22q11.2;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-CO2;HS085711;0.0000;1451;3;0;912;3;16648;4513;0016021,5743,45277,5507,4129,6123, 0044281;01100,4260,4932,5010,5012,5016, 00190;;;;;placenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBR1;HS039301;0.0000;2099;9;0;912;3;16648;873;0005829,47021,4090,16655,50221,19371,17144, 0042373;05204,590,1100, 00980;;;;21q22.13;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP13;HS056351;0.0000;698;1;0;300;1;16648;9319;0001673,5634,5524,17111,3712,6302,7144,7141,1556,48477,7131,7286,7283,7130, 0006366;;;;;5p15.33;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPTX1;HS048485;0.0000;957;5;0;301;1;16648;4884;0030133,46872,60385,7417,7268, 0006810;;;;;17q25.3;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAFB;HS056924;0.0000;984;1;0;301;1;16648;9935;0005634,5667,43565,3700,8134,35284,42472,45647,45944,7585,21571,21572,7379,7423, 0006351;;;;;20q11.2-q13.1;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BACE2;HS044556;0.0000;784;1;0;301;1;16648;25825;0009986,5783,5768,5794,16021,4190,6509,42985, 0016486;05010;;;;21q22.3;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP2B3;HS048514;0.0000;519;1;0;302;1;16648;492;0016021,5886,5524,5388,46872,7596, 0008219;04970,4261,4020, 04972;;;;Xq28;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCO1A2;HS9090622;0.0000;853;1;0;302;1;16648;6579;0016021,5886,8514,15721,8206, 0043252;04976;;;;12p12;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC22A4;HS052604;0.0000;956;8;0;304;1;16648;6583;0016324,5887,5739,5524,15226,15491,166,8513,15293,7589,9437,6814, 0006641;;;;;5q31.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REG3A;HS048673;0.0000;1361;5;0;304;1;16648;5068;0005737,5615,30246,6953,8283,7157,7275,45617,10838, 0090303;;;;;2p12;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK8IP1;HS056535;0.0000;2124;34;0;917;3;16648;9479;0044295,44297,5737,5829,44294,44302,5789,31966,5634,48471,45202,4860,7258,43066,46329,43508,46328,6355, 0016192;04010;;;;11p11.2;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKCH;HS050530;0.0000;1003;1;0;305;1;16648;5583;0005829,5886,5524,46872,4697,35556,34351,30168,50861,60252,45618,10744,51092,2000810, 0007165;04270, 04530;;;;14q23.1;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC4R;HS047915;0.0000;5228;7;0;1530;5;16648;4160;0016021,5634,5886,4980,42923,17046,7188,2024,6112,7631,30073,2000252,45780,30819, 0032868;04080;;;;18q22;18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAWR;HS048678;0.0000;1662;1;0;306;1;16648;5074;0005737,5634,5886,3779,19899,3714,51017,6915,42094,30889,8285,42130,50860,122,42986,43065, 0006351;;;;;12q21;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSD17B2;HS046362;0.0000;811;1;0;306;1;16648;3294;0005789,16021,47006,4303,47035,1701,1890,32526, 0006694;00140,1100, 04913;;;;16q24.1-q24.2;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPG7;HS038978;-0.0000;853;2;0;307;1;16648;6687;0016021,31966,5739,5524,4222,17111,51082,8270,8089,8219,7005,7399, 0006508;;;;;16q24.3;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHSR;HS045038;-0.0000;3837;17;0;1532;5;16648;2693;0009986,16021,45121,43005,5886,1616,16520,17046,8154,8343,32869,46697,30252,9755,50728,46676,32691,45409,42536,32100,45923,43568,40018,43134,51963, 0032094;04080;;;;3q26.31;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREM1;HS042318;-0.0000;952;1;0;308;1;16648;158326;0005604,16021,30246,46872,7154,7160, 0097094;;;;;9p22.3;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBCA;HS052895;-0.0000;2482;11;0;1227;4;16648;6902;0005737,5874,15630,5730,51087,51084,7023, 0007021;;;;;5q14.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYB;HS044327;-0.0000;775;1;0;309;1;16648;2533;0015629,5829,5634,5102,6955,7243,6607,6468, 0050852;04015;;;;5p13.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No mapping: HS051993;HS051993;-0.0000;372;1;0;310;1;16648;;;;;;;null;null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRM1;HS050705;-0.0000;733;1;0;311;1;16648;5619;0005654,786,3677,30154,30261,6323,7275, 0007283;;;;;16p13.2;16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCN11A;HS037894;-0.0000;2484;6;0;1230;4;16648;11280;0044299,1518,5248, 0042493;;;;;3p22.2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPP2R4;HS050129;-0.0000;3542;8;0;1537;5;16648;5524;0034704,5737,5634,159,5524,3755,46982,42803,51721,8601,8160,6200,30472,32515,35308,43065,32516,35307, 0006457;;;;;9q34;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRHL2;HS054097;-0.0000;853;1;0;313;1;16648;79977;0005737,5634,3677,1701,1843,6355, 0006351;;;;;8q22.3;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMC3;HS056044;-0.0000;664;2;0;314;1;16648;9126;0005604,785,775,5829,800,30893,16363,34991,5654,922,5524,3682,45502,3777,51301,6281,7126,7067,7052,32876,7165,7062, 0019827;04110, 04114;;;;10q25;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYR3;HS051864;-0.0000;988;1;0;315;1;16648;6263;0016021,30314,33017,5509,5219,6874,71318,71313,71277,71286,51289, 0006941;05010,4970,4713, 04020;;;;15q14-q15;15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2D1;HS053274;-0.0000;777;2;0;316;1;16648;7321;0005829,5654,5524,4842,31145,30509,45087,7094,122,51436,51437,70936,61418,34138,34142,6367,7179, 0035666;04141, 04120;;;;10q21.1;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC3A1;HS052488;-0.0000;1522;2;0;622;2;16648;6519;0005887,5743,5774,15174,3824,43169,15184,5975, 0006520;04974;;;;2p16.3;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLCN3;HS040810;-0.0000;1318;1;0;318;1;16648;1182;0016324,9986,5769,31901,5794,139,16021,5770,31902,30658,12506,15297,5524,30165,46982,42803,5247, 0048388;;;;;4q33;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRDX5;HS044555;-0.0000;931;1;0;318;1;16648;25824;0031410,5829,5739,5634,48471,5782,5777,16209,43027,4601,51920,72541,46983,1016,34614,42744,6954,70995,43066,51354,16480,32967,2001057, 0060785;04146;;;;11q13;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTSS;HS042150;-0.0000;1723;6;0;626;2;16648;1520;0036021,5576,16020,4197,2250,2480,19886,97067,45087,6508, 0002224;05152,4142,4612, 04145;;;;1q21;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APBB1;HS046303;-0.0000;1163;1;0;323;1;16648;322;0005737,30426,30027,16607,5634,5886,45202,1540,3682,8134,6915,7411,7409,7050,6302,30198,43967,30308,45665,50760,1764,43065,45739,45944,45893,6974,7165,6351, 0008542;05010;;;;11p15;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHCY;HS042823;-0.0000;2414;13;0;935;3;16648;191;0005829,42470,4013,34641,32259,6730,96, 0006805;01100, 00270;;;;20q11.22;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACO2;HS048586;-0.0000;751;5;0;324;1;16648;50;0005759,5634,51538,51539,3994,5506,8219,6101,6102, 0006099;00020,1100,1210,1200,1230, 00630;;;;22q13.2;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP1;HS054476;-0.0000;786;1;0;324;1;16648;8165;0005829,16021,5741,5739,3723, 0007596;;;;;17q22;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF10C;HS055623;-0.0000;728;4;0;325;1;16648;8794;0031225,5887,4888, 0006915;04210,5162,4060,4650, 05164;;;;8p22-p21;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIKFYVE;HS042985;-0.0000;1255;2;0;326;1;16648;200576;0031410,5829,31901,139,31902,45121,48471,285,16308,5524,46872,43813,44267,35556,32288,34504,42147, 0044281;00562,4810,4070, 04145;;;;2q34;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGS;HS042435;-0.0000;893;4;0;326;1;16648;162417;0005759,4042,6526,6536, 0000050;01100,1230,1210, 00330;;;;17q21.31;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH4;HS041146;-0.0000;1136;1;0;326;1;16648;127;0005829,15630,4024,4032,5503,19115,51287,3960,19841,4745,8270,46164,6081,6069,1901661,42572, 0006805;00010,71,980,1100,982,5204,830, 00350;;;;4q22;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIN;HS048893;-0.0000;708;1;0;326;1;16648;51199;0005814,5813,5874,5509,5525,51642,90222, 0034454;;;;;14q22.1;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLD1;HS049414;-0.0000;1704;8;0;326;1;16648;5337;0005789,5768,5794,139,31902,5765,48471,70290,35091,4630,6935,50830,16042,6654,6655,7265, 0044281;00564,1100,4666,4724,5212,5200,4014,565,4144, 04912;;;;3q26;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTF1;HS048225;-0.0000;1337;3;0;326;1;16648;4520;0005634,1047,46872,979,3700,3713,45944,6357,46686,10038,6979, 0006351;;;;;1p33;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
