Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
TNF;HS053072;0.1123;558309;2;0;184493;2;19;7124;0009897, 0005615, 0005887, 0045121, 0001891, 0055037, 0005125, 0042802, 0044212, 0005164, 0006919, 0000187, 0000185, 0060555, 0019722, 0001775, 0071230, 0071316, 0002439, 0050830, 0048566, 0060664, 0030198, 0008625, 0006006, 0006959, 0007254, 0050901, 0031663, 0000165, 0070265, 0010693, 0061048, 0008285, 0002740, 2001240, 0045599, 0046325, 0044130, 0032715, 0002037, 0050995, 0010888, 0045668, 0043242, 0000122, 0045071, 0009887, 0030316, 0043065, 0060559, 2000343, 0045080, 0002876, 0050715, 0070374, 0031622, 0051798, 0034116, 0002925, 0043123, 0032729, 0032755, 0045416, 0046330, 0043507, 0051044, 0045840, 0071677, 0043525, 0042346, 0051092, 0051533, 0045429, 0045672, 0033138, 0071803, 0043243, 0051897, 2000010, 0048661, 0050806, 0045944, 0045994, 0060557, 0000060, 0043491, 0032800, 0060693, 0051023, 0050796, 0014823, 0042493, 0051384, 0001666, 0009612, 0009651, 0009615, 0030730, 0003009, 0006927, 0033209;04621, 05152, 05143, 05010, 05142, 05161, 04640, 05133, 04380, 05134, 05160, 05164, 05332, 05323, 05166, 05410, 04932, 05146, 05330, 05322, 05140, 05205, 04650, 05321, 04612, 05310, 05414, 04930, 05144, 04664, 05168, 04010, 04060, 04064, 04150, 04210, 04622, 04668, 04620, 05145, 04940, 04350, 05014, 04660, 04920;;;;6p21.3;6
AVP;HS050003;0.1063;119445;1;0;35618;1;19;551;0005829, 0030425, 0005576, 0005615, 0030141, 0043027, 0005184, 0004672, 0004871, 0007267, 0007204, 0070371, 0006091, 0007625, 0042538, 0007626, 0002125, 0042711, 0050891, 0043066, 0007621, 0090201, 0051970, 0043084, 0030819, 0030307, 0008284, 0032849, 0010628, 0014049, 0033138, 0031394, 0003084, 0045907, 0070528, 0035813, 0045471, 0035094, 0035176, 0043252, 0055085, 0042310, 0006833;04962, 04080, 04270;;;;20p13;20
IGHE;HS080213;0.0999;108192;2;0;40176;1;19;3497;0005576, 0003823, 0038095, 0045087;;;;;14q32.33;14
TSHB;HS053156;0.0968;124034;1;0;42624;1;19;7252;0005576, 0005179, 0009653, 0007267, 0044267, 0007186, 0016486, 0051592, 0043627, 0033189;04918, 04080, 05320;;;;1p13;1
IGF1;HS085640;0.0894;200476;1;0;49085;1;19;3479;0016942, 0005886, 0031093, 0005179, 0005178, 0001974, 0035630, 0048754, 0006928, 0044267, 0050650, 0006260, 0031017, 0010001, 0009441, 0048839, 0048009, 0048286, 0060463, 0060426, 0030879, 0035264, 0014896, 0007517, 0045445, 0051450, 0014904, 0060766, 0008285, 0070373, 2001237, 0090201, 0034392, 0048015, 0030168, 0002576, 0042104, 0070886, 0010613, 0021940, 0043388, 0045740, 0050679, 0048146, 0046326, 0045725, 0045821, 0043568, 0043410, 0045840, 2000288, 0045669, 0014068, 0033160, 0051897, 0046579, 0014911, 0048661, 0045944, 0042523, 0060527, 0060736, 0060741, 0030166, 0007265, 0032878, 0040014, 0014834, 0060509, 0060510, 0030104;04066, 04114, 04730, 04151, 04510, 05200, 04914, 04913, 05414, 04960, 05218, 05410, 04115, 04015, 05205, 04150, 05215, 04014, 05202, 05214;;;;12q23.2;12
CRP;HS041617;0.0824;175686;2;0;56012;1;19;1401;0005576, 0005615, 0030175, 0030426, 0005739, 0005886, 0015485, 0033265, 0030169, 0046872, 0006953, 0007568, 0071277, 0071333, 0006958, 0050830, 0010888, 0010745, 0008228, 1900006, 0051258, 0045471, 0001666, 0010288, 0042060;;;;;1q23.2;1
POMC;HS049577;0.0724;173484;1;0;67740;1;19;5443;0005615, 0005782, 0034774, 0005179, 0070996, 0007267, 0033059, 0044267, 0006091, 0032720, 0007218, 0016486, 0045944, 0032098, 0008217, 0007165;04920, 04916, 04080;;;;2p23.3;2
IL2;HS046862;0.0723;198020;1;0;67914;1;19;3558;0005615, 0030246, 0005125, 0043208, 0008083, 0005134, 0019209, 0007155, 0007267, 0007204, 0006955, 0030101, 0002903, 0045822, 0050728, 0050672, 0001933, 0042104, 0030890, 0030307, 0060999, 0051024, 0050729, 0032729, 0032740, 0048304, 0045591, 0034105, 0045944, 0042523, 0007205, 0046013, 0030217;04672, 04660, 04060, 04630, 04151, 05320, 05162, 05332, 05330, 05321, 05166, 04940, 05142;;;;4q26-q27;4
NFKB1;HS048412;0.0695;233084;1;0;71606;1;19;4790;0005829, 0033256, 0005739, 0005654, 0003690, 0003700, 0008134, 0000976, 0006915, 0071347, 0071260, 0038095, 0006954, 0045087, 0031293, 0002755, 0043066, 0010956, 0032269, 0032375, 0001818, 0050728, 0045083, 0000122, 0010957, 0048011, 0090263, 1900127, 0010884, 0010744, 0051092, 0045944, 0045893, 0032481, 0009617, 0046688, 0006979, 0050852, 0034166, 0034134, 0034138, 0034142, 0034146, 0034162, 0038123, 0038124, 0006366, 0035666;05133, 05132, 04920, 04668, 04622, 04062, 04621, 04620, 05134, 04722, 05160, 05166, 05168, 05169, 04932, 05145, 04623, 05164, 05202, 05203, 05131, 05206, 05212, 04660, 05140, 05215, 05200, 04662, 05220, 04014, 04917, 05162, 05222, 05146, 05221, 05161, 05030, 05321, 05142, 05120, 05152, 04064, 04010, 04151, 04210, 04066, 04380;;;;4q24;4
IL1B;HS046858;0.0579;276281;1;0;89255;1;19;3553;0005829, 0005615, 0030141, 0005125, 0005149, 0000187, 0006915, 0007267, 0035690, 0071260, 0071407, 0019221, 0007566, 0001660, 0030213, 0006955, 0006954, 0032611, 0031663, 0000165, 0070487, 0070164, 0008285, 2001240, 0010829, 0046627, 0050995, 0043407, 0030593, 0045766, 0060559, 0060355, 0051781, 0045080, 0031622, 0032725, 0034116, 0035066, 0033129, 0043123, 0032729, 0045086, 0045410, 0032755, 0032757, 0046330, 0050996, 0051044, 0045840, 0071639, 0035505, 0042346, 0051092, 0045429, 0032308, 0046827, 0002711, 0042102, 0045944, 0045893, 0030949, 0010575, 0043491, 0050796, 0033198, 0030730, 0014805;05146, 05144, 05142, 05133, 05132, 04932, 05152, 05164, 05168, 05162, 04623, 04010, 05321, 05332, 05323, 04940, 04668, 04620, 04621, 04380, 04060, 05134, 05010, 05143, 04210, 05020, 04064, 04640, 05140;;;;2q14;2
IL6;HS046873;0.0525;303761;3;0;98960;1;19;3569;0009897, 0005615, 0005896, 0005125, 0008083, 0005138, 0006953, 0007568, 0046849, 0060445, 0016049, 0045454, 0070301, 0050829, 0050830, 0042832, 0051607, 0031018, 0060664, 0070091, 0002384, 0006959, 0070102, 0002548, 0046716, 0043066, 0008285, 0045079, 0032966, 0043154, 0050710, 0045599, 0045721, 0046888, 0010888, 0048635, 1901215, 0006469, 0031175, 0001781, 0002446, 0030168, 0002675, 0050871, 0032722, 0045740, 0050679, 0070374, 0051024, 0032755, 0002690, 0043410, 0045666, 0045429, 0045669, 0033138, 0033160, 0051897, 0051091, 0048661, 2000366, 0042102, 0045630, 0045944, 0045727, 0051971, 2000676, 0042517, 0045765, 0008360, 0045188, 0010574, 0043200, 0046677, 0031000, 0051592, 0009409, 0042493, 0051602, 0051384, 0009408, 0032868, 0032496, 0009612, 0031667, 0032494, 0042110;05146, 05143, 05020, 04066, 05134, 04630, 05152, 04621, 05132, 05202, 05144, 05133, 05321, 05164, 05410, 05332, 04640, 05162, 05200, 05161, 05323, 05166, 04668, 05142, 04151, 05168, 04060, 04620, 04672, 04932, 04623;;;;7p21;7
