Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
No mapping: HS055867;HS055867;0.0248;122;1;0;48;1;245;;;;;;;null;null
KIF5C;HS047176;0.0247;145;1;0;49;1;245;3800;0005737, 0005871, 0005874, 0005524, 0003777, 0007018, 0051028, 0006996;04728;;;;2q23.1;2
TM4SF1;HS047821;0.0235;234;9;0;65;1;245;4071;0005887;;;;;3q21-q25;3
KMT2D;HS054350;0.0220;255;4;0;95;1;245;8085;0035097, 0018024, 0044212, 0008270, 0006342, 0051568, 0001701, 0001555, 0008284, 0033148, 0045944, 0043627, 0006351;00310;;;;12q13.12;12
POMC;HS049577;0.0219;173484;16;0;67740;7;245;5443;0005615, 0005782, 0034774, 0005179, 0070996, 0007267, 0033059, 0044267, 0006091, 0032720, 0007218, 0016486, 0045944, 0032098, 0008217, 0007165;04920, 04916, 04080;;;;2p23.3;2
No mapping: HS047418;HS047418;0.0217;235;1;0;103;1;245;;;;;;;null;null
TGM6;HS046658;0.0213;341;3;0;114;1;245;343641;0046872, 0003810, 0008219, 0018149;;;;;20p13;20
SH2B1;HS044680;0.0209;555;2;0;124;1;245;25970;0005829, 0016020, 0005634, 0005543, 0004871, 0007596, 0006928, 0035556, 0030032, 0045840, 2000278;04722;;;;16p11.2;16
PTH;HS051125;0.0209;118719;7;0;37351;5;245;5741;0005576, 0005615, 0005179, 0051428, 0003705, 0007189, 0045453, 0046058, 0007267, 0006874, 0007186, 0008628, 0000122, 0030501, 0030819, 0046326, 0045725, 0009967, 0045944, 0007266, 0001501;04080;;;;11p15.3-p15.1;11
MBD5;HS050485;0.0206;369;3;0;133;1;245;55777;0005694, 0005634, 0003682;;;;;2q23.1;2
SLC37A4;HS044363;0.0206;290;2;0;134;1;245;2542;0005789, 0030176, 0016021, 0015152, 0042593, 0006006, 0015758, 0044281;04973;;;;11q23.3;11
TUBA1A;HS039109;0.0206;305;7;0;135;1;245;7846;0005881, 0005829, 0005874, 0005525, 0003924, 0005200, 0005198, 0051084, 0051301, 0030705, 0000086, 0007017, 0051258;05130, 04540, 04145;;;;12q13.12;12
GAST;HS044305;0.0204;34804;3;0;11780;3;245;2520;0005576, 0005179, 0007186, 0007165;04971;;;;17q21;17
CYP2C19;HS042259;0.0202;11705;2;0;3518;2;245;1557;0005789, 0052741, 0018675, 0018676, 0020037, 0005506, 0019825, 0008395, 0019373, 0042738, 0046483, 0016098, 0097267, 0008202, 0006805;00591, 04726, 05204, 00590, 00982;;;;10q24;10
MMADHC;HS045190;0.0201;310;6;0;151;1;245;27249;0005829, 0005739, 0009235;;;;;2q23.2;2
LDB3;HS040342;0.0192;426;7;0;187;1;245;11155;0005856, 0048471, 0031143, 0030018, 0008270, 0045214;;;;;10q22.3-q23.2;10
TCHH;HS053017;0.0184;615;1;0;231;1;245;7062;0005813, 0005737, 0045111, 0005886, 0005509, 0031424;;;;;1q21.3;1
CA8;HS053491;0.0181;505;1;0;244;1;245;767;0005737, 0004089, 0008270, 0006730, 0048015;00910;;;;8q12.1;8
KYNU;HS055754;0.0181;555;3;0;248;1;245;8942;0005829, 0005739, 0005634, 0030429, 0042803, 0030170, 0043420, 0097053, 0009435, 0019805, 0034341, 0034516, 0006569, 0019442, 0019441;00380, 01100;;;;2q22.2;2
TRPM6;HS041672;0.0180;953;1;0;251;1;245;140803;0016324, 0031526, 0016021, 0005524, 0005262, 0046872, 0004674, 0009636;04978;;;;9q21.13;9
KMO;HS055461;0.0180;643;1;0;254;1;245;8564;0005829, 0016021, 0005743, 0005741, 0050660, 0004502, 0016174, 0070189, 0009435, 0019805, 0009651, 0006569, 0019441;00380, 01100;;;;1q42-q44;1
GLB1;HS038213;0.0175;48018;13;0;28506;4;245;2720;0043202, 0048471, 0004565, 0016936, 0005975, 0019388, 0006687, 0042340;00052, 00531, 00604, 01100, 00600, 04142, 00511;;;;3p21.33;3
TBCE;HS052898;0.0171;1035;1;0;317;1;245;6905;0005737, 0005874, 0051087, 0051084, 0008344, 0048589, 0000226, 0014889, 0048936, 0007023, 0009791;;;;;1q42.3;1
SNORA69;HS007970;0.0166;768;1;0;354;1;245;26779;;;;;;Xq24;X
