Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
DLG4;HS042695;0.0090;6172;1;0;2382;1;243;1742;0032281, 0030054, 0030863, 0032839, 0030666, 0005783, 0060076, 0031234, 0044224, 0044306, 0097481, 0045211, 0008021, 0033130, 0045032, 0045031, 0031697, 0031748, 0035255, 0031812, 0030165, 0032403, 0019903, 0097110, 0097113, 0007411, 0060997, 0007204, 0045184, 0007612, 0002091, 2000463, 0050806, 0045944, 0006461, 0097120, 0048169, 2000310, 0016188;04724, 05016, 04390, 05030;;;;17p13.1;17
MECP2;HS047945;0.0089;13305;1;0;2418;1;243;4204;0005829, 0000792, 0005634, 0003682, 0010385, 0008327, 0003729, 0003700, 0035197, 0003714, 0008344, 0001662, 0032048, 0050432, 0021549, 0006342, 0016358, 0009790, 0008211, 0006541, 0016573, 0016571, 0006020, 0007616, 0060291, 0006122, 0035067, 0031061, 0043524, 0000122, 0001976, 0042551, 0009405, 0046470, 0008284, 0051965, 0045893, 0009791, 0019230, 0008104, 0060079, 0006349, 0002087, 0007585, 0001666, 0019233, 0035176, 0001964, 0007416, 0006351, 0021591, 0008542;;;;;Xq28;X
GBA;HS044887;0.0088;4935;1;0;2447;1;243;2629;0043202, 0005765, 0004348, 0005102, 0005975, 0008219, 0071356, 0046513, 0006680, 0050728, 0032715, 0043407, 0035307, 0046512, 0023021;00600, 00511, 01100, 04142;;;;1q21;1
ERG;HS043149;0.0087;6642;1;0;2552;1;243;2078;0005737, 0005634, 0030529, 0003677, 0043565, 0003700, 0004871, 0008283, 0007275, 0006468, 0006351;05202;;;;21q22.3;21
PAH;HS048645;0.0086;10074;1;0;2580;1;243;5053;0005829, 0016597, 0005506, 0004505, 0042423, 0008652, 0034641, 0006559, 0042136;00360, 00400, 01100, 01230;;;;12q22-q24.2;12
CRH;HS041579;0.0081;65269;11;0;15620;2;243;1392;0005737, 0005615, 0043204, 0043196, 0005184, 0030325, 0008306, 0071314, 0071549, 0016101, 0007631, 0007565, 0033494, 0006704, 0008628, 0021854, 0006954, 0050801, 0007611, 0035641, 0007616, 0030324, 0045776, 0060548, 0042322, 0032811, 0010629, 0070093, 0033685, 0010700, 0007567, 2000987, 0090280, 0030819, 0010942, 0008284, 0010841, 2000854, 0051461, 0051464, 0060456, 0010628, 0035774, 0001934, 2000310, 0014062, 0051412, 0042493, 0043627, 0045471, 0045472, 0035902, 0048265, 0007165, 0001963;04730, 04080, 05034;;;;8q13;8
CYP11A1;HS042317;0.0080;8229;2;0;3009;1;243;1583;0030061, 0005759, 0043204, 0015485, 0008386, 0020037, 0005506, 0018879, 0006700, 0071236, 0071276, 0071320, 0044344, 0071372, 0071347, 0071222, 0071375, 0071560, 0071356, 0021549, 0008203, 0018894, 0006703, 0050756, 0060014, 0021766, 0033327, 0060135, 0007617, 0018958, 0018963, 0006701, 0001101, 0043279, 0051412, 0042493, 0060992, 0010332, 0033595, 0042542, 0017085, 0033591, 0009651, 0033197, 0014037, 0061370, 0042359, 0006805;00140, 01100, 04913;;;;15q23-q24;15
MAOB;HS047866;0.0080;7744;1;0;3020;1;243;4129;0016021, 0005743, 0005741, 0009055, 0050660, 0008131, 0014063, 0045964, 0010044, 0051412, 0042493, 0045471, 0032496, 0010269, 0009636, 0044281, 0006805;00260, 00330, 00360, 00982, 01100, 05030, 04728, 00350, 04726, 05031, 05034, 00380, 00340;;;;Xp11.23;X
ABCA1;HS042816;0.0079;12279;3;0;3099;1;243;19;0005794, 0005887, 0045121, 0045335, 0008509, 0034188, 0005524, 0016887, 0015485, 0017127, 0005543, 0005548, 0006200, 0044255, 0071222, 0071300, 0033344, 0042632, 0008203, 0016197, 0007186, 0034380, 0050702, 0032367, 0042157, 0007040, 0010887, 0010745, 0002790, 0006911, 0033700, 0055091, 0045332, 0060155, 0030819, 0010875, 0006497, 0032489, 0034616, 0055098, 0043691;04975, 02010;;;;9q31.1;9
CALB2;HS053776;0.0078;7361;3;0;3130;1;243;794;0005737, 0005921, 0005509;;;;;16q22.2;16
