Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
TAC1;HS052857;2.3163;68394;7;0;24786;1;2;6863;0030424, 0005615, 0043025, 0005886, 0008306, 0007267, 0009582, 0007204, 0006954, 0007320, 0007616, 0010459, 0007218, 0045760, 0002675, 2000854, 0010634, 0050671, 0035815, 0046878, 0051496, 0032224, 0032230, 0008217, 0009725, 0032496, 0043278, 0048265, 0019233, 0007268, 0007217;04080;;;;7q21-q22;7
AVP;HS050003;2.1351;119445;1;0;35618;1;2;551;0005829, 0030425, 0005576, 0005615, 0030141, 0043027, 0005184, 0004672, 0004871, 0007267, 0007204, 0070371, 0006091, 0007625, 0042538, 0007626, 0002125, 0042711, 0050891, 0043066, 0007621, 0090201, 0051970, 0043084, 0030819, 0030307, 0008284, 0032849, 0010628, 0014049, 0033138, 0031394, 0003084, 0045907, 0070528, 0035813, 0045471, 0035094, 0035176, 0043252, 0055085, 0042310, 0006833;04962, 04080, 04270;;;;20p13;20
