Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
CNBP;HS053438;0.0564;1244;3;0;237;1;96;7555;0005829, 0005783, 0005634, 0003700, 0003697, 0003727, 0008270, 0006695, 0008284, 0045944, 0006351;;;;;3q21;3
PEO1;HS050791;0.0559;690;3;0;248;1;96;56652;0042645, 0043139, 0005524, 0003697, 0008219, 0006268, 0006264, 0034214, 0051260, 0006390;;;;;10q24;10
AGPS;HS055398;0.0554;534;1;0;261;1;96;8540;0005739, 0005782, 0005778, 0008609, 0071949, 0008762, 0008611;00565, 01100, 04146;;;;2q31.2;2
COL6A1;HS041262;0.0541;691;1;0;294;1;96;1291;0005589, 0005788, 0005765, 0043234, 0042383, 0048407, 0007411, 0007155, 0071230, 0030574, 0022617, 0070208;04974, 04512, 04151, 04510;;;;21q22.3;21
CREBBP;HS041557;0.0535;899;1;0;312;1;96;1387;0000940, 0005737, 0000123, 0016604, 0000790, 0005667, 0003682, 0000987, 0004402, 0043426, 0001102, 0001078, 0001105, 0001191, 0004871, 0008270, 0044255, 0042733, 0030718, 0042592, 0045087, 0019048, 0018076, 0007219, 0032481, 0006461, 0008589, 0061418, 0044281, 0006367;04520, 04630, 05152, 05164, 04350, 05168, 05169, 05016, 05200, 05203, 04916, 04330, 04110, 04066, 05166, 05161, 05211, 05206, 04720, 05215, 04310;;;;16p13.3;16
AIRE;HS046332;0.0522;881;4;0;354;1;96;326;0015629, 0005737, 0005634, 0005886, 0003682, 0042393, 0044212, 0045182, 0008270, 0006959, 0006955, 0045944, 0045893, 0006417, 0006351;04120, 05340;;;;21q22.3;21
SPAST;HS052717;0.0513;1707;1;0;386;1;96;6683;0005813, 0031410, 0005783, 0005768, 0016021, 0005874, 0030496, 0005634, 0048471, 0005819, 0005524, 0008017, 0008568, 0007409, 0008219, 0007109, 0006888, 0001578, 0051013, 0031117, 0034214, 0051260;;;;;2p24-p21;2
REST;HS051628;0.0507;2759;2;0;408;1;96;5978;0005737, 0005829, 0017053, 0003682, 0001046, 0046872, 0015271, 0001078, 0060379, 0035690, 0071257, 0071385, 0070933, 0043922, 0032348, 2000798, 0045955, 0008285, 2000065, 2000706, 0046676, 0050768, 0045665, 0043065, 0043280, 0045893;05016;;;;4q12;4
PNPT1;HS055571;0.0506;1307;2;0;413;1;96;87178;0045025, 0005758, 0005886, 0000175, 0035198, 0034046, 0008266, 0004654, 0035458, 0034599, 0000958, 0097222, 0000965, 0000964, 0070584, 0071850, 0045926, 0071042, 2000627, 0000962, 0061014, 0070207, 0043457, 2000772, 0035928;00230, 03018, 00240;;;;2p15;2
CLPB;HS054443;0.0502;1513;3;0;429;1;96;81570;0005739, 0005524, 0017111, 0034605;;;;;11q13.4;11
FTL;HS044300;0.0493;983;3;0;465;1;96;2512;0005829, 0008043, 0008199, 0005506, 0008219, 0006879, 0006826, 0006892, 0055085;04978, 00860;;;;19q13.33;19
AMACR;HS038122;0.0480;2163;5;0;530;1;96;23600;0005739, 0005782, 0005777, 0008111, 0006699, 0033540;01100, 00120, 04146;;;;5p13;5
ALDH7A1;HS048596;0.0480;1445;6;0;531;1;96;501;0005829, 0005759, 0005634, 0004029, 0008802, 0004043, 0006081, 0034641, 0019285, 0006554, 0007605;00053, 00280, 00010, 00260, 00310, 00330, 00340, 00380, 00410, 00620, 00071, 00561, 01230, 00300, 01100, 00640;;;;5q31;5
ALDH18A1;HS081916;0.0478;1332;4;0;537;1;96;5832;0005743, 0005524, 0004349, 0004350, 0034641, 0019240, 0006536, 0055129, 0006592, 0006561;00330, 01100, 01230;;;;10q24.3;10
CRYAA;HS041702;0.0472;1376;2;0;571;1;96;1409;0005737, 0005634, 0046872, 0005212, 0051082, 0007015, 0060561, 0048596, 0070309, 0007005, 0043066, 0043154, 0010629, 0032387, 0030307, 0001934, 0006457, 0051260, 0042493, 0051384, 0042542, 0001666, 0010288, 0070141, 0007021, 0007601;04141;;;;21q22.3;21
VLDLR;HS053359;0.0453;2475;2;0;688;1;96;7436;0005905, 0016021, 0005886, 0034361, 0034185, 0005509, 0034437, 0005041, 0038025, 0034189, 0030229, 0008203, 0034436, 0006869, 0007613, 0000122, 1900006, 0045860, 0021517, 0034447;;;;;9p24;9
OTX2;HS048599;0.0451;2281;1;0;697;1;96;5015;0005737, 0030426, 0005634, 0043234, 0008190, 0001077, 0043565, 0007411, 0001708, 0048852, 0009953, 0007492, 0042706, 0030900, 0042472, 0022037, 0030901, 0040019, 2000543, 0090009, 0006461, 0040036, 0008589, 0032525;;;;;14q22.3;14
ATF6;HS043615;0.0442;1731;1;0;760;1;96;22926;0005789, 0000139, 0016021, 0005635, 0005654, 0043565, 0003700, 0003713, 0006987, 0006990, 0006457, 0006351;04141, 05010;;;;1q22-q23;1
FLNA;HS043799;0.0441;3061;1;0;768;1;96;2316;0015629, 0005938, 0005829, 0070062, 0031523, 0005634, 0005886, 0005802, 0051015, 0034988, 0001948, 0042803, 0048365, 0017160, 0004871, 0051764, 0031532, 0007195, 0034329, 0042384, 0051220, 0045022, 0001837, 0045184, 0042177, 0043433, 0030168, 0002576, 0043123, 0042993, 0034394, 0050821, 0043113, 0090307;04510, 05205, 04010, 05132;;;;Xq28;X
FOXG1;HS038097;0.0437;2421;1;0;799;1;96;2290;0005634, 0003677, 0043565, 0003700, 0007568, 0016199, 0007420, 0021954, 0009953, 0030900, 0042472, 0045665, 0045892, 0045787, 0002052, 0007346, 0006351;;;;;14q13;14
MGLL;HS040526;0.0435;2468;1;0;814;1;96;11343;0005789, 0005886, 0045202, 0047372, 0004091, 0008289, 0004622, 0036155, 0019369, 0006633, 0046474, 0006954, 0060292, 0030168, 2000124, 0050727, 0051930, 0019433;04723, 01100, 00561;;;;3q21.3;3
TET1;HS054254;0.0434;2059;1;0;822;1;96;80312;0005634, 0005506, 0070579, 0043566, 0008270, 0016568, 0080111, 0001826, 0090310, 0045944, 0006493, 0044030, 0019827, 0006351;;;;;10q21;10
GRIA2;HS045811;0.0432;2365;9;0;837;1;96;2891;0032281, 0030054, 0030666, 0005789, 0045211, 0008021, 0004971, 0005234, 0015277, 0007268;04080, 04730, 04723, 04724, 04728, 05031, 05030, 04720, 05014, 05033, 04713;;;;4q32.1;4
EIF2AK3;HS056511;0.0413;2255;1;0;1007;1;96;9451;0005789, 0016021, 0005524, 0004694, 0006919, 0006987, 0030282, 0019722, 0002063, 0031018, 0007029, 0006983, 0045444, 0030073, 0048009, 0007595, 0031642, 0032057, 0032092, 0009967, 0046777, 0051260, 0019217, 0032933, 0006412, 0006926;04141, 05162, 05164, 04932, 05160, 05169, 05168, 05010;;;;2p12;2
MPI;HS048049;0.0410;2532;1;0;1032;1;96;4351;0005829, 0004476, 0008270, 0006488, 0009298, 0043687, 0018279;01100, 00520, 00051;;;;15q24.1;15
CLPP;HS054526;0.0408;2647;1;0;1058;1;96;8192;0005759, 0005739, 0005524, 0008233, 0004252, 0006508;;;;;19p13.3;19
KEAP1;HS056826;0.0396;3737;7;0;1186;1;96;9817;0005813, 0031463, 0005737, 0005783, 0030496, 0005634, 0071353, 0001701, 0010499, 0016567, 0045604, 0006355, 0006351;04120;;;;19p13.2;19
RELN;HS050763;0.0394;4908;1;0;1207;1;96;5649;0005737, 0030425, 0005615, 0005578, 0046872, 0004712, 0008236, 0070326, 0008306, 0007411, 0007155, 0021800, 0016358, 0010001, 0021766, 0007616, 0097114, 0001764, 0018108, 2000969, 0032793, 0061003, 2000463, 1900273, 0010976, 0014068, 0061098, 0051057, 0090129, 0051968, 0032008, 0097119, 0006508, 0097120, 0038026, 0050795, 2000310, 0048265, 0021511, 0021517;04512, 04151, 04510;;;;7q22;7
RHAG;HS051658;0.0385;3573;1;0;1323;1;96;6005;0005887, 0051739, 0008519, 0015701, 0015670, 0006873, 0044281;;;;;6p12.3;6
ABCC8;HS052834;0.0384;4306;1;0;1324;1;96;6833;0008076, 0005524, 0042626, 0015079, 0008281, 0006200, 0005975, 0006112, 0050796, 0007268;04911, 04930, 02010;;;;11p15.1;11
MAP2K2;HS050634;0.0382;2105;2;0;1353;1;96;5605;0005938, 0005911, 0005829, 0005769, 0005783, 0005576, 0005925, 0005794, 0009898, 0005770, 0005874, 0005739, 0005634, 0048471, 0005778, 0005524, 0004708, 0030165, 0043539, 0004674, 0004713, 0000186, 0007411, 0007173, 0070371, 0038095, 0008543, 0045087, 0008286, 0002755, 0048011, 0036289, 0018108, 2000147, 0007265, 2000641, 0090170, 0032872, 0051403, 0034166, 0034134, 0034138, 0034142, 0034146, 0034162, 0038123, 0038124, 0035666;04915, 04810, 05200, 05161, 04650, 05205, 05206, 04151, 04664, 05219, 04916, 04917, 05020, 04910, 04720, 05216, 05214, 05211, 04912, 05220, 05213, 05215, 05221, 05164, 05218, 04730, 05223, 04012, 04370, 04540, 04066, 04015, 04014, 04660, 04270, 04620, 04010, 04662, 04722;;;;19p13.3;19
HLA-DRB1;HS092206;0.0382;2562;3;0;1362;1;96;3127;0030669, 0012507, 0009897, 0000139, 0071556, 0031902, 0005765, 0042613, 0032588, 0042605, 0019886, 0016045, 0002455, 0002381, 0002437, 0060333, 0032689, 0042130, 0035774, 0051262, 2001179, 0032673, 0031295, 0050852, 0042088, 0005886;04640, 05164, 04672, 05150, 05320, 04612, 05140, 05310, 05323, 05145, 05332, 04145, 04940, 04514, 05152, 05321, 05322, 05168, 05166, 05416, 05169, 05330;;;;6p21.3;6
ERN1;HS043152;0.0377;3946;1;0;1420;1;96;2081;0030176, 0005739, 0005637, 0005524, 0004521, 0000287, 0004674, 0006987, 0006915, 0007050, 0070055, 1900103, 0046777, 0006355, 0006351;05010, 04932, 04141;;;;17q24.2;17
DNMT3A;HS042730;0.0377;3684;1;0;1420;1;96;1788;0000775, 0005737, 0000791, 0005720, 0016363, 0003682, 0003886, 0051718, 0003677, 0046872, 0045322, 0071230, 0043045, 0043046, 0010424, 0044027, 0006346, 0000122, 0006349, 0046498, 0046499, 0007283;01100, 00270, 05206;;;;2p23;2
ATF4;HS048318;0.0374;4604;1;0;1463;1;96;468;0005737, 0032590, 0005815, 0005654, 0005667, 0003677, 0043565, 0003700, 0006987, 0006520, 0044267, 0007214, 0006094, 0070059, 0043267, 0043525, 0045944, 0006366;04918, 04912, 04915, 04725, 04722, 04932, 05031, 05034, 04151, 05203, 05166, 04668, 04261, 04141, 04010, 04728, 05030, 05215, 04720, 05161, 04911;;;;22q13.1;22
COL18A1;HS054332;0.0357;6913;1;0;1721;1;96;80781;0005604, 0005581, 0005788, 0005615, 0046872, 0005198, 0001525, 0007155, 0030574, 0001886, 0022617, 0008285, 0009887, 0043065, 0030335, 0008284, 0007601;04974;;;;21q22.3;21
DNMT3B;HS042731;0.0355;4684;1;0;1749;1;96;1789;0005720, 0005634, 0003886, 0003677, 0046872, 0003714, 0071230, 0006346, 0051573, 0000122, 0010628, 0051571, 0031503, 0006349;05206, 01100, 00270;;;;20q11.2;20
PLA2G7;HS053778;0.0350;5859;1;0;1847;1;96;7941;0034362, 0003847, 0047499, 0005543, 0044267, 0016042, 0034440, 0034374, 0034441, 0050729, 0090026;00565, 01100;;;;6p21.2-p12;6
TSC2;HS053153;0.0350;6311;2;0;1848;1;96;7249;0005901, 0030425, 0005794, 0030426, 0016020, 0043025, 0005634, 0048471, 0033596, 0005096, 0019902, 0006953, 0007050, 0030030, 0006897, 0007173, 0038095, 0008543, 0007507, 0045087, 0008286, 0048009, 0008285, 0045792, 0050680, 0043407, 0014067, 0006469, 0051898, 0032007, 0030178, 0001843, 0048011, 0014065, 0048015, 0050918, 0051291, 0051260, 0006606, 0043491, 0030100, 0046626, 0051056, 0001666;04115, 04910, 04151, 04150;;;;16p13.3;16
