Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
SLC12A2;HS052579;0.0049;3526;1;0;1238;1;454;6558;0016324, 0016323, 0005887, 0051739, 0008511, 0060444, 0050910, 0060763, 0035264, 0006813, 0006814, 0070634, 0030321;05110, 04972, 04970;;;;5q23.3;5
TES;HS044785;0.0048;2961;1;0;1243;1;454;26136;0030054, 0005737, 0005925, 0005886, 0043234, 0008270, 0008285;;;;;7q31.2;7
SLC9A3;HS052573;0.0048;5705;2;0;1245;1;454;6550;0016324, 0031526, 0009986, 0016021, 0030165, 0015385, 0006885;04964, 04974, 04978, 04976;;;;5p15.3;5
NF1;HS048395;0.0048;5584;5;0;1245;1;454;4763;0030424, 0005737, 0030425, 0031235, 0005634, 0005099, 0030036, 0030325, 0048844, 0048593, 0021987, 0030199, 0021897, 0048853, 0007507, 0001889, 0000165, 0001656, 0022011, 0016525, 0048712, 0030336, 0001953, 0001937, 0048147, 0043407, 0007406, 0046929, 0048715, 0045671, 0035021, 0046580, 0042992, 0021915, 0001649, 0014065, 0043473, 0045762, 0001938, 0043525, 0007265, 0045765, 0043535, 0045124, 0001952, 0048169, 0032228, 0001666, 0007519, 0048745, 0021510, 0048485, 0008542, 0042060;04014, 04010;;;;17q11.2;17
ENO2;HS043061;0.0048;18935;2;0;7505;2;454;2026;0005829, 0043204, 0000015, 0001917, 0005886, 0000287, 0004634, 0006094, 0006096, 0044281;01230, 04066, 03018, 00010, 01100, 01200;;;;12p13;12
TBX1;HS052891;0.0048;3600;1;0;1258;1;454;6899;0005634, 0003677, 0046983, 0042803, 0043565, 0001525, 0009952, 0035909, 0001974, 0001708, 0008283, 0044344, 0071300, 0090103, 0060982, 0007368, 0048703, 0070166, 0030855, 0060325, 0007507, 0001945, 0097152, 0007498, 0042474, 0042693, 0060415, 0045596, 2001054, 0001755, 0071600, 0042473, 0003148, 0060017, 0060037, 0050679, 0043410, 0002053, 0001934, 0072513, 2001037, 0045944, 0045893, 2000027, 0048384, 0048752, 0007605, 0035176, 0060023, 0048538, 0030878, 0043587, 0006351, 0021644;;;;;22q11.21;22
CYP11B1;HS042321;0.0048;2716;2;0;1268;1;454;1584;0005743, 0020037, 0005506, 0004507, 0032342, 0032870, 0035865, 0034651, 0042593, 0006955, 0008217, 0006950, 0016125, 0006805;00140, 01100;;;;8q21;8
ACE;HS038018;0.0048;56991;3;0;16280;3;454;1636;0005768, 0009897, 0005615, 0016021, 0005886, 0003779, 0004180, 0031404, 0008144, 0004175, 0008237, 0008241, 0008270, 0002005, 0002003, 0050482, 0001974, 0044267, 0060218, 0042447, 0001822, 0032943, 0043171, 0006508, 0002019, 0014910, 0019229, 0042312;05142, 04614, 05410;;;;17q23.3;17
SLC12A3;HS052580;0.0048;3861;1;0;1293;1;454;6559;0016324, 0005829, 0005887, 0015378, 0035725;;;;;16q13;16
CTH;HS042016;0.0047;2622;1;0;1337;1;454;1491;0005829, 0005634, 0004123, 0047982, 0080146, 0044540, 0030170, 0034641, 0019344, 0030968, 0070814, 0043066, 0043123, 0051092, 0051289, 0044524, 0018272, 0000098, 0019346;01230, 00260, 00270, 00450, 01100;;;;1p31.1;1
